,f__Acetivibrionaceae,f__Acetobacteraceae,f__Acidaminococcaceae,f__Actinomycetaceae,f__Acutalibacteraceae,f__Aerococcaceae,f__Aeromonadaceae,f__Akkermansiaceae,f__Alteromonadaceae,f__Amphibacillaceae,f__Anaerofustaceae,f__Anaeroplasmataceae,f__Anaerotignaceae,f__Anaerovoracaceae,f__Anoxybacillaceae,f__Arcobacteraceae,f__Atopobiaceae,f__BX7,f__Bacillaceae,f__Bacillaceae_B,f__Bacillaceae_C,f__Bacillaceae_D,f__Bacillaceae_G,f__Bacillaceae_H,f__Bacillaceae_I,f__Bacillaceae_L,f__Bacteroidaceae,f__Barnesiellaceae,f__Beijerinckiaceae,f__Bifidobacteriaceae,f__Borkfalkiaceae,f__Brachyspiraceae,f__Brevibacillaceae,f__Brevibacteriaceae,f__Bryobacteraceae,f__Burkholderiaceae,f__Butyricicoccaceae,f__CAG-138,f__CAG-239,f__CAG-272,f__CAG-274,f__CAG-288,f__CAG-312,f__CAG-313,f__CAG-314,f__CAG-382,f__CAG-449,f__CAG-508,f__CAG-552,f__CAG-74,f__CAG-826,f__CAG-917,f__CAG-977,f__CAIPTA01,f__Campylobacteraceae,f__Cardiobacteriaceae,f__Carnobacteriaceae,f__Caulobacteraceae,f__Cellulomonadaceae,f__Cellulosilyticaceae,f__Chitinophagaceae,f__Christensenellaceae,f__Clostridiaceae,f__Coprobacteraceae,f__Coriobacteriaceae,f__DSM-1321,f__DSM-18226,f__Dehalobacteriaceae,f__Deinococcaceae,f__Dermabacteraceae,f__Dermatophilaceae,f__Desulfovibrionaceae,f__Dethiosulfovibrionaceae,f__Dialisteraceae,f__Domibacillaceae,f__Dysgonomonadaceae,f__Eggerthellaceae,f__Egibacteraceae,f__Elusimicrobiaceae,f__Enterobacteriaceae,f__Enterococcaceae,f__Erysipelatoclostridiaceae,f__Erysipelotrichaceae,f__Eubacteriaceae,f__Fastidiosipilaceae,f__Filifactoraceae,f__Flavobacteriaceae,f__Frankiaceae,f__Fusobacteriaceae,f__GCA-900066905,f__GWF2-45-14,f__Gastranaerophilaceae,f__Gemellaceae,f__Halomonadaceae,f__Heliobacteriaceae,f__JACDCH01,f__Jeotgalibacillaceae,f__Lachnospiraceae,f__Lactobacillaceae,f__Leptotrichiaceae,f__MARSEILLE-P3954,f__Marinifilaceae,f__Massilibacillaceae,f__Megasphaeraceae,f__Methanobacteriaceae,f__Methanomassiliicoccaceae,f__Methanomethylophilaceae,f__Methylophilaceae,f__Microbacteriaceae,f__Micrococcaceae,f__Microcoleaceae,f__Monoglobaceae,f__Moraxellaceae,f__Muribaculaceae,f__Mycobacteriaceae,f__Mycoplasmoidaceae,f__NSJ-53,f__Negativicoccaceae,f__Neisseriaceae,f__Nitrososphaeraceae,f__Nocardioidaceae,f__Opitutaceae,f__Oscillospiraceae,f__Paenibacillaceae,f__Paludibacteraceae,f__Pasteurellaceae,f__Peptoniphilaceae,f__Peptostreptococcaceae,f__Planococcaceae,f__Porphyromonadaceae,f__Propionibacteriaceae,f__Pseudomonadaceae,f__Pyrinomonadaceae,f__QAKW01,f__Rhizobiaceae,f__Rhizobiaceae_A,f__Rhodobacteraceae,f__Rhodocyclaceae,f__Rikenellaceae,f__Rubrobacteraceae,f__Ruminococcaceae,f__SK-Y3,f__Saccharimonadaceae,f__Salinicoccaceae,f__Salisediminibacteriaceae,f__Selenomonadaceae,f__Shewanellaceae,f__Solirubrobacteraceae,f__Sphingobacteriaceae,f__Sphingomonadaceae,f__Staphylococcaceae,f__Streptococcaceae,f__Streptomycetaceae,f__Streptosporangiaceae,f__Succinivibrionaceae,f__Synergistaceae,f__Syntrophomonadaceae,f__TK06,f__Tannerellaceae,f__Thermaceae,f__Thermicanaceae,f__Turicibacteraceae,f__UBA10450,f__UBA1067,f__UBA1381,f__UBA1390,f__UBA1407,f__UBA1820,f__UBA1829,f__UBA660,f__UBA932,f__UMGS1810,f__Vagococcaceae,f__Veillonellaceae,f__Vibrionaceae,f__Victivallaceae,f__WHSQ01,f__Weeksellaceae,f__X112,f__Xanthobacteraceae,f__Xanthomonadaceae
10317.000013217,0,0,51,0,59,0,0,69,0,2,0,0,5,0,0,0,0,0,72,30,0,4,21,0,0,0,1255,0,0,12,0,0,2,0,0,139,4,2,2,0,0,0,0,0,0,0,0,39,0,45,0,0,0,0,0,0,0,0,3,0,0,0,5,17,0,0,0,0,0,0,0,31,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,184,4,0,3,0,14,0,0,0,89,0,0,0,30,0,0,99,0,610,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,18
10317.000050291,0,0,43,0,90,0,0,7,0,0,0,52,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1340,19,0,0,0,0,0,0,0,6,11,0,0,7,0,0,0,2,0,0,0,59,0,63,0,2,0,0,0,0,0,0,0,6,0,0,17,7,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,139,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,3,0,33,0,0,0,0,0,0,0,0,0,0,261,0,227,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0
10317.000050284,0,0,89,0,1159,0,0,1164,0,0,0,0,12,23,0,0,3,0,0,0,0,0,0,0,0,0,6559,264,0,184,21,0,0,0,0,216,24,353,60,24,0,0,4,28,45,0,0,830,3,302,0,30,0,0,0,0,0,0,0,0,0,0,44,23,25,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,85,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2513,0,0,0,77,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1334,0,0,5,0,231,0,0,0,0,0,0,0,0,0,0,1746,0,3000,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,304,0,0,11,0,0,15,5,0,0,0,29,0,0,0,2,0,4,0,0,0,0,0
10317.000053323,0,0,303,36,412,0,0,4014,0,0,0,0,0,71,0,0,0,0,2,0,0,0,0,0,8,0,3178,20,0,513,0,0,0,0,0,19,7,0,0,2,0,0,0,0,2,0,0,522,0,84,0,6,0,0,53,0,0,0,0,0,0,0,2,0,49,0,0,0,0,0,0,48,0,28,0,0,31,0,0,44,64,75,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,663,4,0,0,10,0,0,16,0,0,0,0,0,0,12,0,0,29,0,0,2,0,0,0,0,725,0,0,0,298,79,0,355,0,0,0,0,0,0,0,0,192,0,560,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,58,0,0,19,0,0,0,6,0,0,0,1368,0,0,0,0,0,0,0,0,0,0,0
10317.000001705,0,0,0,3,66,0,0,112,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2032,45,0,486,0,0,0,0,0,0,52,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,32,0,32,0,0,0,0,0,0,0,0,33,0,0,4,0,0,0,40,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1209,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,32,236,0,0,0,0,0,0,0,0,0,0,73,0,681,0,0,0,0,0,0,0,0,13,0,32,0,0,0,0,0,0,559,0,0,4,0,0,34,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0
10317.000028505,0,0,209,3,271,0,136,164,0,0,0,0,49,2,0,0,0,0,0,0,0,0,0,0,0,0,5932,0,0,19,0,0,0,0,0,186,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,25,0,0,0,0,10,0,0,0,0,0,0,0,0,9,33,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,296,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000022910,0,0,0,0,143,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,4336,162,0,27,0,0,0,0,0,66,20,0,0,0,0,0,0,0,0,0,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,26,0,1048,0,0,11,0,0,0,6,28,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,333,0,378,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,196,0,0,3,0,0,6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
10317.000033495,0,0,545,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,738,0,0,0,0,0,0,0,1617,0,0,22,0,0,0,175,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,83,0,0,0,45,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,84,0,0,0,0,3,0,0,0,0,0,360,0,0,2,0,164,0,0,0,0,0,0,0,25,24,0,0,45,4,0,0,0,0,0,0,0,0,0,0,3,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
10317.000018047,0,0,36,23,249,0,0,514,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2438,161,0,2,4,0,0,0,0,49,2,38,187,2,0,0,0,0,33,0,0,19,0,46,0,425,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,59,0,0,0,0,4,0,0,0,0,31,4,0,0,0,0,0,14,0,0,154,0,0,0,0,0,1528,0,0,0,52,0,0,12,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,607,0,0,0,58,6,0,7,0,13,0,0,0,0,0,0,351,0,856,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,947,0,0,0,0,0,31,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0
10317.000041271,0,0,43,0,52,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,755,0,0,0,0,0,0,0,0,27,55,0,47,6,0,0,0,0,0,0,0,145,0,128,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,18,0,2,0,0,33,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,0,0,0,7,0,0,0,0,0,0,0,0,0,19,0,1072,0,0,0,0,0,0,0,0,641,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,115,0,1294,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,367,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
10317.000017705,0,0,85,2,6,0,0,196,0,0,0,0,0,13,0,0,0,0,62,0,2,0,0,0,0,0,674,233,0,200,0,0,0,0,0,51,11,0,42,2,0,0,0,0,0,0,0,35,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,18,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,24,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,12,0,0,0,0,0,0,0,84,29,0,0,0,3,0,0,0,0,0,0,0,0,0,0,141,0,21,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,42,0,0,0,0,0,0,4,0,0,0,69,0,0,0,0,0,0,0,0,0,0,12
10317.000004864,0,0,34,0,136,0,0,103,0,0,0,0,63,20,0,0,0,0,0,0,0,0,0,0,0,0,5474,21,0,0,0,0,0,0,0,123,5,0,210,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,118,0,0,0,0,24,0,0,0,2,181,34,0,0,0,0,0,180,0,0,237,0,0,0,0,0,3701,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,212,0,1176,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000058346,0,0,73,0,69,0,0,65,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5894,51,0,457,0,0,0,0,0,0,17,0,0,2,0,0,0,0,0,0,0,3,0,38,0,0,0,0,0,0,0,0,19,0,0,5,0,0,50,0,0,0,0,0,0,22,0,0,0,0,38,0,0,0,0,202,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2044,0,0,0,45,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,185,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,496,0,1534,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,92,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10317.000002287,0,0,0,0,134,0,0,1721,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,518,59,0,8,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,323,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,54,0,0,0,27,0,0,14,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,224,0,0,0,44,36,0,162,0,0,0,0,0,0,0,0,385,0,501,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10317.000022639,0,0,215,0,464,0,0,366,0,0,2,0,21,23,0,0,0,0,0,0,0,0,0,0,0,0,2321,495,0,15,0,0,0,0,0,93,12,63,80,20,0,0,3,27,24,7,0,1030,0,807,0,25,0,0,20,0,0,0,0,0,0,0,2,20,5,0,0,0,0,0,0,206,0,28,0,0,23,0,0,0,0,70,39,0,0,0,0,0,31,0,0,32,0,0,0,0,0,1781,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,784,0,0,0,71,2,0,15,0,0,0,0,0,0,0,0,910,0,1985,4,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,289,0,0,0,0,0,19,0,0,0,0,336,0,0,0,0,0,22,0,0,0,0,0
10317.000042607,0,0,360,36,371,10,0,0,0,0,0,0,34,71,0,0,80,0,0,0,0,0,0,0,0,0,13780,240,0,239,0,0,0,0,0,98,600,0,247,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,100,0,0,0,0,0,0,9,0,513,0,0,61,0,0,0,98,393,272,0,0,42,0,0,24,2,0,0,3,0,0,0,0,8311,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1825,0,0,0,6,0,0,0,777,0,0,8,756,107,0,182,0,0,0,0,0,0,0,0,394,0,9616,0,0,0,0,1310,0,0,0,0,0,227,0,0,0,0,0,0,325,0,0,7,0,0,383,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
10317.000027284,0,0,163,0,158,0,0,5,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,2532,9,0,12,0,0,0,0,0,14,22,124,26,21,0,0,0,0,0,0,0,265,0,104,0,0,0,0,0,0,0,0,0,0,0,0,110,0,2,0,0,0,0,0,0,10,0,34,0,0,7,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803,0,0,0,11,0,0,5,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,367,0,0,4,0,29,0,0,0,0,0,0,0,0,0,0,8,0,1564,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,260,0,0,0,6,0,3,0,0,0,0,0
10317.000048276,0,0,26,0,109,0,123,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,316,31,8,15,0,0,0,0,0,613,7,50,24,2,0,0,0,12,2,0,0,0,0,19,0,0,0,0,0,0,0,1554,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,19,0,11,0,0,0,0,0,5,2,0,0,0,652,0,0,0,0,0,0,0,0,0,0,336,0,0,0,3,0,0,3,0,0,0,0,0,0,0,11416,0,0,0,0,0,0,0,0,0,63,0,0,0,0,22,0,0,0,80,0,0,381,20,0,0,138,0,99,0,0,0,0,0,0,0,182,468,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,5,0,1707,0,0,147
10317.000043153,0,0,134,0,1265,0,0,331,0,0,0,0,17,66,0,0,0,0,0,0,0,0,0,0,0,0,3620,35,0,331,3,0,0,0,0,54,146,104,13,63,0,0,0,14,5,0,0,23,0,45,0,0,0,0,0,0,0,0,0,0,0,0,171,0,56,0,0,0,0,0,0,152,0,0,0,0,18,0,11,0,0,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3795,0,0,0,11,0,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1692,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,504,0,3627,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,147,0,0,92,0,0,42,12,0,0,0,32,0,4,0,4,0,0,0,9,0,0,0
10317.000027243,0,0,208,0,170,0,0,0,0,0,0,0,52,19,0,0,0,0,0,0,0,0,0,0,0,0,6721,0,0,0,0,0,0,0,0,38,14,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,23,0,0,0,12,39,24,0,0,0,0,10,0,0,0,0,0,0,0,0,0,886,0,0,0,18,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,0,0,0,0,0,306,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,519,0,367,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2484,0,0,0,0,0,25,0,0,0,0,27,0,0,0,2,0,0,0,0,0,0,0
10317.000003970,0,0,10,9,5684,0,0,208,0,0,0,0,5,143,0,0,0,0,0,0,0,0,0,0,0,0,39498,4284,0,3235,98,0,0,0,0,377,39,80,6154,189,0,119,0,50,8,12,0,5308,56,19636,0,15,0,0,0,0,0,2,0,0,0,125,106,36,424,0,0,0,0,0,0,400,0,1980,0,0,207,0,0,0,3519,349,520,0,0,0,0,0,0,0,0,17,0,0,0,0,0,26444,4,0,0,737,0,0,18,0,0,0,0,22,0,0,9,203,9,0,5,0,17,0,0,0,5325,0,0,29,5,56,0,0,0,0,0,0,0,0,0,0,7681,0,26301,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,1167,0,0,2,2,0,12,110,0,0,233,748,0,17,0,28,0,670,0,0,0,2,11
10317.000028488,0,0,22,9,343,0,0,0,0,0,0,0,109,7,0,0,0,0,0,0,0,0,0,0,0,0,4745,0,0,421,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,31,0,721,0,0,21,0,0,0,6,114,31,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3548,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,238,0,0,106,75,31,0,5,0,0,0,0,0,0,0,0,0,0,8201,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0
10317.000005992,0,0,40,0,78,0,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1169,26,0,29,0,0,0,0,0,52,12,0,320,0,0,0,0,0,0,0,0,163,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,43,20,0,0,0,0,0,0,17,0,3,0,0,4,0,0,30,21,101,8,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2827,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,50,0,0,0,0,0,0,0,230,0,0,2,12,5,0,0,0,0,0,0,0,0,0,0,59,0,1032,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,146,0,0,0,0,0,41,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
10317.000054171,0,0,32,0,147,0,0,6,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,829,36,0,50,0,0,0,0,0,5,56,2,0,19,0,3,6,3,0,0,0,60,4,312,0,4,0,0,0,0,0,0,0,0,0,0,29,0,4,0,0,0,0,0,0,4,0,18,0,0,9,0,0,0,0,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674,33,0,0,6,0,0,6,0,0,0,0,0,0,0,0,102,8,0,0,0,0,0,0,0,548,0,0,0,8,21,0,2,0,0,0,0,0,0,0,0,33,0,925,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,20,0,0,0,0,0,5,0,0,0,0,34,64,0,0,14,0,0,0,0,0,0,0
10317.000028434,0,0,98,0,1541,2,0,3254,0,0,0,0,22,102,0,0,0,0,0,0,0,0,0,0,0,0,4359,0,0,0,0,0,0,0,0,229,47,986,196,31,0,0,0,0,0,0,0,553,0,238,0,0,0,0,2,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,94,0,0,0,0,26,0,0,0,0,195,17,0,0,0,0,0,0,0,0,32,0,0,0,0,0,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,963,0,0,0,2,57,0,0,0,0,0,0,0,0,0,0,59,0,885,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,390,0,0,2,0,0,40,12,0,0,0,91,0,0,0,0,0,11,0,2,0,4,0
10317.000010885,0,0,0,4,314,0,0,12,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5804,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,0,0,12,0,0,0,0,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4152,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,22,2,7,0,0,0,0,0,0,0,0,0,0,134,0,1343,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,468,0,0,0,0,0,50,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
10317.000030739,0,0,0,0,150,0,0,0,0,0,0,0,164,34,0,0,0,0,0,0,0,0,0,0,0,0,2528,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,30,0,0,0,0,2,0,0,0,19,34,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,12,0,0,0,0,0,0,0,271,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,192,0,203,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000009640,0,0,0,4,387,0,0,0,0,0,0,0,19,82,0,0,0,0,0,0,0,0,0,0,0,0,5009,0,0,7,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,6,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,2814,0,0,32,0,0,0,0,1478,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5173,2,0,0,0,0,0,0,0,0,0,0,2,0,23,0,0,0,0,0,0,0,0,0,0,609,0,0,0,20,7,0,0,0,0,0,0,0,0,0,0,855,0,966,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,14,0,0,197,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
10317.000022443,0,0,97,0,183,0,0,6,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2165,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,18,0,535,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,149,0,0,0,2,43,0,0,0,0,0,0,0,0,0,0,36,0,1226,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,28,0,0,2,0,0,122,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
10317.000062959,0,0,124,0,125,0,0,0,0,0,0,0,39,29,0,0,0,0,0,0,0,0,0,0,0,0,691,0,0,15,0,0,0,0,0,3,31,0,49,0,5,0,0,0,0,0,0,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,155,0,0,0,0,13,0,0,0,7,76,15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,856,0,0,0,10,0,0,0,0,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,0,208,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,105,0,721,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,514,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000039906,0,0,143,0,1471,0,0,6,0,0,0,0,6,52,0,0,0,0,0,0,0,0,0,0,0,0,2072,550,0,3,0,0,0,0,0,17,112,712,0,21,0,0,0,3,6,0,0,233,0,102,0,27,0,0,0,0,0,0,0,0,0,0,76,2,26,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,16,110,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1586,0,0,0,52,0,0,58,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,336,0,0,0,8,23,0,0,0,0,0,0,0,0,0,0,435,0,2440,0,0,0,0,0,0,0,0,0,0,22,0,0,0,5,0,0,222,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
10317.000023040,0,0,277,0,425,0,0,31,0,0,0,0,75,54,0,0,0,0,0,0,0,0,0,0,0,0,3590,0,0,2,0,0,0,0,0,28,24,0,0,0,0,0,0,12,0,0,0,157,3,6,0,0,0,0,0,0,0,0,0,0,0,0,2,28,12,0,0,0,0,0,0,208,0,0,0,0,4,0,0,23,0,337,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,622,0,0,0,25,12,0,0,0,0,0,0,0,0,0,0,582,0,2569,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,326,0,0,4,0,0,18,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
