,f__Acetivibrionaceae,f__Acetobacteraceae,f__Acidaminococcaceae,f__Actinomycetaceae,f__Acutalibacteraceae,f__Aerococcaceae,f__Aeromonadaceae,f__Akkermansiaceae,f__Alteromonadaceae,f__Amphibacillaceae,f__Anaerofustaceae,f__Anaeroplasmataceae,f__Anaerotignaceae,f__Anaerovoracaceae,f__Anoxybacillaceae,f__Arcobacteraceae,f__Atopobiaceae,f__BX7,f__Bacillaceae,f__Bacillaceae_B,f__Bacillaceae_C,f__Bacillaceae_D,f__Bacillaceae_G,f__Bacillaceae_H,f__Bacillaceae_I,f__Bacillaceae_L,f__Bacteroidaceae,f__Barnesiellaceae,f__Beijerinckiaceae,f__Bifidobacteriaceae,f__Borkfalkiaceae,f__Brachyspiraceae,f__Brevibacillaceae,f__Brevibacteriaceae,f__Bryobacteraceae,f__Burkholderiaceae,f__Butyricicoccaceae,f__CAG-138,f__CAG-239,f__CAG-272,f__CAG-274,f__CAG-288,f__CAG-312,f__CAG-313,f__CAG-314,f__CAG-382,f__CAG-449,f__CAG-508,f__CAG-552,f__CAG-74,f__CAG-826,f__CAG-917,f__CAG-977,f__CAIPTA01,f__Campylobacteraceae,f__Cardiobacteriaceae,f__Carnobacteriaceae,f__Caulobacteraceae,f__Cellulomonadaceae,f__Cellulosilyticaceae,f__Chitinophagaceae,f__Christensenellaceae,f__Clostridiaceae,f__Coprobacteraceae,f__Coriobacteriaceae,f__DSM-1321,f__DSM-18226,f__Dehalobacteriaceae,f__Deinococcaceae,f__Dermabacteraceae,f__Dermatophilaceae,f__Desulfovibrionaceae,f__Dethiosulfovibrionaceae,f__Dialisteraceae,f__Domibacillaceae,f__Dysgonomonadaceae,f__Eggerthellaceae,f__Egibacteraceae,f__Elusimicrobiaceae,f__Enterobacteriaceae,f__Enterococcaceae,f__Erysipelatoclostridiaceae,f__Erysipelotrichaceae,f__Eubacteriaceae,f__Fastidiosipilaceae,f__Filifactoraceae,f__Flavobacteriaceae,f__Frankiaceae,f__Fusobacteriaceae,f__GCA-900066905,f__GWF2-45-14,f__Gastranaerophilaceae,f__Gemellaceae,f__Halomonadaceae,f__Heliobacteriaceae,f__JACDCH01,f__Jeotgalibacillaceae,f__Lachnospiraceae,f__Lactobacillaceae,f__Leptotrichiaceae,f__MARSEILLE-P3954,f__Marinifilaceae,f__Massilibacillaceae,f__Megasphaeraceae,f__Methanobacteriaceae,f__Methanomassiliicoccaceae,f__Methanomethylophilaceae,f__Methylophilaceae,f__Microbacteriaceae,f__Micrococcaceae,f__Microcoleaceae,f__Monoglobaceae,f__Moraxellaceae,f__Muribaculaceae,f__Mycobacteriaceae,f__Mycoplasmoidaceae,f__NSJ-53,f__Negativicoccaceae,f__Neisseriaceae,f__Nitrososphaeraceae,f__Nocardioidaceae,f__Opitutaceae,f__Oscillospiraceae,f__Paenibacillaceae,f__Paludibacteraceae,f__Pasteurellaceae,f__Peptoniphilaceae,f__Peptostreptococcaceae,f__Planococcaceae,f__Porphyromonadaceae,f__Propionibacteriaceae,f__Pseudomonadaceae,f__Pyrinomonadaceae,f__QAKW01,f__Rhizobiaceae,f__Rhizobiaceae_A,f__Rhodobacteraceae,f__Rhodocyclaceae,f__Rikenellaceae,f__Rubrobacteraceae,f__Ruminococcaceae,f__SK-Y3,f__Saccharimonadaceae,f__Salinicoccaceae,f__Salisediminibacteriaceae,f__Selenomonadaceae,f__Shewanellaceae,f__Solirubrobacteraceae,f__Sphingobacteriaceae,f__Sphingomonadaceae,f__Staphylococcaceae,f__Streptococcaceae,f__Streptomycetaceae,f__Streptosporangiaceae,f__Succinivibrionaceae,f__Synergistaceae,f__Syntrophomonadaceae,f__TK06,f__Tannerellaceae,f__Thermaceae,f__Thermicanaceae,f__Turicibacteraceae,f__UBA10450,f__UBA1067,f__UBA1381,f__UBA1390,f__UBA1407,f__UBA1820,f__UBA1829,f__UBA660,f__UBA932,f__UMGS1810,f__Vagococcaceae,f__Veillonellaceae,f__Vibrionaceae,f__Victivallaceae,f__WHSQ01,f__Weeksellaceae,f__X112,f__Xanthobacteraceae,f__Xanthomonadaceae
10317.000023852,0,0,197,0,39,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,13,0,0,0,0,473,14,61,4,0,0,805,0,0,1081,0,0,2,3,0,0,0,0,0,0,0,221,0,11,0,0,0,0,0,0,0,4343,0,0,0,0,11,0,11,1,0,0,0,0,0,12,0,2,0,0,30,0,0,7178,385,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,12,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,16,0,0,0,0,13,0,0,0,4855,0,0,0,0,0,0,157,0,237,0,0,0,0,0,0,0,0,209,0,17,0,0,0,0,0,0,39,0,0,3,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0
10317.000031303,0,0,177,0,512,0,0,0,0,0,0,0,19,31,0,0,0,0,0,0,0,0,0,0,0,0,3544,602,0,13,0,0,0,0,0,45,102,112,9,71,0,0,0,0,0,0,2,469,0,329,0,0,0,0,2,0,0,0,0,0,0,0,70,23,3,0,0,0,0,0,0,125,0,9,0,0,22,0,0,349,115,142,30,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1550,0,0,0,92,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,5,2,0,0,0,1220,0,0,17,28,106,0,0,0,0,0,0,0,0,0,0,1827,0,513,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,748,0,0,0,0,0,12,24,0,0,0,189,0,0,0,2,0,0,0,0,0,0,0
10317.000041681,0,0,71,2,144,0,0,141,0,0,0,0,15,40,0,0,2,0,4,0,0,0,0,1,0,0,2296,127,0,307,0,0,0,0,0,45,10,0,0,2,15,0,0,0,0,0,0,15,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,0,0,0,0,0,0,19,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1787,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,11,13,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,2370,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,220,0,0,0,0,0,15,0,0,0,2,46,0,2,0,0,0,0,0,0,0,0,0
10317.000018386,0,0,262,5,66,3,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,7427,0,0,179,0,0,0,0,0,260,21,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,15,0,0,0,0,0,0,0,46,9,72,0,0,0,0,3,0,23,0,215,0,0,65,0,0,0,0,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1779,0,0,0,47,0,237,0,0,0,0,0,0,0,0,0,0,50,0,0,7,0,0,0,0,618,0,0,0,360,150,0,11,0,0,0,0,0,0,0,3,248,0,1828,0,0,0,0,78,0,0,0,0,0,10,0,0,0,0,0,0,184,0,0,6,0,0,25,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0
10317.000041633,0,0,0,26,43,0,0,7,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,36494,0,0,1693,0,0,0,0,0,11,116,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,2,0,0,0,0,0,0,962,0,0,118,0,0,0,50,155,313,111,0,0,0,0,9,0,0,0,0,0,0,0,0,2869,1788,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,118,0,0,17,0,0,0,0,41,0,0,0,124,3682,0,0,0,0,0,0,0,2,0,0,25,0,1192,0,0,0,0,11,0,0,0,0,0,33,0,0,0,0,0,0,9847,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
10317.000031284,0,0,0,2,214,0,0,43,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,2725,0,0,100,0,0,0,0,0,54,18,0,0,0,0,0,0,0,0,0,0,37,0,10,0,0,0,0,0,0,0,0,0,0,0,0,149,0,19,0,0,0,0,0,0,90,0,208,0,0,3,0,0,0,0,65,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2610,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,163,0,0,3,0,134,0,0,0,0,0,0,0,0,0,0,243,0,1134,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,18,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000044319,0,0,26,0,3184,0,0,5,0,0,0,55,14,17,0,0,0,0,0,0,0,0,0,0,0,0,4410,81,0,141,158,0,0,0,0,154,22,102,198,2,12,0,0,14,0,49,0,658,0,317,0,0,0,0,7,0,0,0,0,0,0,0,607,3,7,0,0,0,0,0,0,118,0,5,0,0,4,0,0,0,0,54,96,0,0,0,0,0,0,0,0,138,0,0,0,0,0,3436,2,0,0,81,0,0,19,0,0,0,0,0,0,0,0,859,2,0,0,2,0,0,0,0,1189,0,0,5,54,36,0,2,0,0,0,0,0,0,0,0,149,0,1443,0,0,0,0,449,0,0,0,0,0,7,0,0,0,2,0,0,382,0,0,0,0,0,11,0,0,0,0,366,23,16,0,2,0,40,0,0,0,0,0
10317.000039608,0,0,267,0,331,0,0,70,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,3766,13,0,19,0,0,0,0,0,36,5,6,2,8,0,0,0,0,0,0,0,188,0,47,0,0,0,0,7,0,0,0,0,0,0,0,32,0,7,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537,0,0,0,24,0,0,10,0,0,0,0,0,0,7,0,34,0,0,0,0,0,0,0,0,443,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,141,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,8,0,0,0,0,116,0,0,0,2,0,0,0,0,0,0,0
10317.000068797,0,0,318,0,69,0,0,2,0,0,0,0,81,2,0,0,3,0,0,0,0,0,0,0,0,0,4567,8,0,85,0,0,0,0,0,120,9,0,0,0,0,0,0,0,0,0,0,4,0,75,0,0,0,0,0,0,0,0,0,0,0,0,113,0,33,0,0,0,0,0,0,29,0,0,0,0,11,0,0,0,0,308,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3015,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,279,0,0,6,4,54,0,0,0,0,0,0,0,0,0,0,8,0,2383,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,130,0,0,7,0,0,14,0,0,0,0,7,0,0,0,38,0,0,0,0,0,0,0
10317.000026195,0,0,4,0,96,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,277,2,0,11,0,0,0,0,0,13,4,0,0,0,8,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,2,2,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,33,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,18,0,0,0,2149,0,67,0,0,0,0,0,0,0,47,0,0,0,5,4,0,0,0,717,0,0,10,0,0,0,9,0,381,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,45,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
10317.000050288,0,0,74,6,838,0,0,374,0,0,0,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,4329,41,0,380,4,0,0,0,0,115,23,116,0,3,0,0,0,111,46,0,0,898,25,485,0,0,0,0,0,0,0,0,0,0,0,4,91,54,2,0,0,0,0,0,0,40,0,0,0,0,10,0,0,2,0,139,45,0,0,0,0,0,0,0,0,96,0,0,0,0,0,3753,0,0,0,110,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,545,0,0,16,71,134,0,13,0,0,0,0,0,0,0,0,603,0,3415,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,798,0,0,28,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000020103,0,0,49,0,73,0,0,505,0,2,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,783,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,172,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,1038,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,95,0,0,0,26,16,0,0,0,0,0,0,0,0,0,0,327,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000004773,0,0,0,10,302,5,0,0,0,0,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,2972,0,0,30,0,0,0,3,0,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2061,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,17,0,0,4,116,23,0,19,0,0,0,0,0,0,0,0,12,0,651,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,49,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000051241,0,0,23,0,103,2,0,111,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,2365,135,0,0,0,0,0,0,0,7,2,0,191,0,3,0,0,0,0,0,0,74,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,43,0,0,0,0,5,0,0,0,0,43,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,834,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,338,0,0,3,2,10,0,0,0,2,0,0,0,3,0,0,425,0,404,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,305,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000014792,0,0,77,0,353,0,0,86,0,0,0,0,193,26,0,0,0,7,0,0,0,0,0,0,0,0,29387,3516,0,9,21,0,0,0,0,444,16,43,0,3,0,0,0,51,93,0,0,585,0,191,0,0,0,0,0,0,0,0,0,551,0,2,7,113,0,0,1257,0,0,0,0,30,0,0,0,0,31,0,0,0,0,80,900,0,0,0,0,0,2,0,0,5,0,0,0,0,0,2854,0,0,0,1815,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,5,0,0,0,1513,0,0,25,0,15,0,6,0,0,0,0,0,0,0,0,3012,0,3512,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,888,0,0,0,0,0,13,0,0,0,0,72,0,0,0,2,0,15,0,6,0,0,0
10317.000026467,15,0,3,2,392,0,0,1955,0,0,5,0,112,316,0,0,0,0,0,0,0,0,0,0,0,0,2916,0,0,96,2,0,0,0,0,186,339,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,2,213,0,0,0,0,0,0,0,0,7,0,0,0,0,42,0,0,0,1281,864,103,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4089,0,0,0,1000,0,0,0,0,0,0,0,1987,0,0,14,0,0,0,0,0,0,0,0,0,819,0,0,0,0,452,0,2,0,3,0,0,0,0,0,0,943,0,1894,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0,0,89,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,5
10317.000021638,0,0,31,20,1875,0,0,693,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,114,20,0,3860,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,6,639,0,116,0,0,0,0,0,0,3,0,2632,0,0,1247,0,0,0,888,218,45,0,0,0,0,18,0,2,0,0,0,0,0,0,0,3594,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,4,0,0,0,0,71,0,0,0,127,2063,0,9,0,0,0,0,0,0,0,0,106,0,2220,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,43,0,0,281,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000031341,0,0,90,0,248,0,0,6,0,0,0,0,55,34,0,0,0,2,0,0,0,0,0,0,0,0,2954,95,0,0,0,0,0,0,0,17,78,2,10,5,0,0,0,0,0,0,0,267,0,96,0,0,0,0,0,0,0,0,0,2,0,0,0,3,20,0,0,0,0,0,0,2,0,9,0,0,53,0,0,0,0,39,26,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1540,0,0,0,65,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,444,0,0,0,39,4,0,4,0,0,0,0,0,0,0,0,639,0,2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,2,0,0,31,0,0,0,0,75,0,0,0,6,0,0,0,0,0,0,9
10317.000021257,0,0,0,0,9,2,0,441,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,6408,0,0,303,0,0,0,0,0,40,57,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,426,0,0,0,0,0,0,0,71,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,4,0,1181,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0
10317.000037599,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,52,0,0,4,0,0,0,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
10317.000023746,0,0,0,0,149,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,1590,181,0,0,0,0,0,0,0,15,0,116,16,0,0,0,0,2,17,0,0,1099,0,76,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,267,0,49,0,0,28,0,0,0,0,93,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1032,0,0,0,32,0,0,27,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,597,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,278,0,1331,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,244,0,0,0,0,0,0,2,0,0,0,63,0,0,0,0,0,3,0,0,0,0,0
10317.000001380,0,0,44,0,32,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1681,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,65,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,194,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,36,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000028797,0,0,32,0,7,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,447,3,0,20,0,0,0,0,0,0,6,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,56,0,182,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000027730,0,0,59,0,71,0,0,0,0,0,0,0,6,52,0,0,0,0,0,0,0,30,0,0,0,0,2843,357,0,0,0,0,0,0,0,96,5,2,17,0,0,0,0,0,0,0,0,155,0,28,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,672,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000002125,0,0,211,6,645,16,0,628,0,0,0,0,2,62,0,0,2,0,0,0,0,0,0,0,0,0,2131,15,269,280,0,0,0,0,0,536,24,1317,2,6,0,0,11,0,0,0,0,510,0,514,0,0,0,0,0,0,0,16666,12,0,0,2,71,2,284,0,0,0,0,0,0,137,0,262,0,0,70,0,0,0,37,45,79,0,0,0,0,0,0,0,0,2,6,0,0,0,0,2438,25,0,0,32,0,0,375,0,0,0,9,10,0,6,16,0,6,0,0,0,0,0,0,0,1190,0,0,11,0,255,0,0,0,0,0,0,2337,0,28,0,101,0,1322,0,0,0,0,0,0,0,0,7742,0,100,3,0,0,137,0,0,265,0,0,10,0,0,10,0,0,0,16,7,0,0,0,16,0,8,0,5760,0,41,0
10317.000035396,0,0,318,5,869,0,0,0,0,0,0,2,7,19,0,0,20,0,0,0,0,0,0,0,0,0,2820,220,0,241,0,0,0,0,0,182,12,19,135,7,10,0,0,0,0,0,0,514,0,813,0,2,0,0,0,0,0,0,0,112,0,6,39,2,49,0,0,0,0,0,0,390,0,2,0,0,42,0,0,0,0,200,65,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1474,43,0,0,38,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1501,0,0,4,23,349,0,12,0,0,0,0,0,0,0,7,2045,0,1091,2,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,817,0,0,5,0,0,17,3,0,0,0,104,0,0,0,5,0,0,0,19,0,0,0
10317.000038190,0,0,22,0,98,0,0,15,0,0,0,0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,1392,6,0,7,2,0,0,0,0,62,44,0,152,0,35,0,0,0,0,0,0,241,2,504,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1906,0,0,0,24,0,0,0,0,0,0,0,0,0,0,47,90,3,0,0,0,0,0,0,0,168,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,155,0,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,9,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
10317.000036977,0,0,131,0,113,0,0,1574,0,0,0,0,13,20,0,0,0,0,7,0,32,0,4,0,0,0,4940,722,0,21,0,0,0,0,0,72,8,8,0,0,0,0,0,0,0,17,0,86,0,21,0,0,0,0,0,0,0,0,0,0,0,0,67,0,6,0,0,0,0,0,0,62,0,0,0,0,5,0,0,0,15,6,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073,2,0,0,40,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,278,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,518,0,1262,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
10317.000004192,0,0,0,21,549,0,0,582,0,0,0,0,5,39,0,0,0,0,0,0,0,0,0,0,0,0,14385,0,0,289,4,0,0,0,0,399,19,0,0,0,13,0,0,151,0,4,8,150,0,58,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,7,0,407,0,0,7,0,0,0,0,9,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1292,0,0,0,39,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,2318,0,0,2,386,4,0,315,0,0,0,0,0,0,0,0,592,0,939,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,456,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
10317.000039594,0,0,0,2,653,0,0,13,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,4496,0,0,596,0,0,0,0,0,17,65,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,3,9,0,40,0,0,0,0,0,0,23,0,3076,0,0,7,0,0,0,0,108,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4905,2,0,0,0,0,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,3,510,0,0,0,0,0,0,0,0,0,0,11,0,2037,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,81,0,0,0,0,0,42,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
10317.000017088,0,0,185,2,15,0,0,0,0,0,0,0,45,2,0,0,0,0,0,0,0,0,0,0,0,0,11476,4,0,627,0,0,0,0,0,451,114,0,0,0,4,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,78,0,61,0,0,0,0,0,0,27,0,7,0,0,3,0,0,0,0,491,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7985,0,0,0,41,0,0,0,0,0,0,2,0,0,4,0,0,14,0,0,0,0,0,0,0,350,0,0,2,97,128,0,7,0,0,0,0,0,0,0,0,55,0,2187,0,0,0,0,426,0,0,0,0,0,2,0,0,0,0,0,0,376,0,0,0,0,0,32,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
10317.000067802,0,0,152,0,294,0,0,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17141,11,0,55,2,0,0,0,0,38,297,3,0,35,0,0,0,0,0,0,11,184,0,21,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,0,0,0,0,0,0,3,0,260,0,0,6,0,0,2,0,101,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4867,6,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,43,0,39,0,0,0,0,0,0,0,0,0,0,86,0,885,0,0,0,0,61,0,0,0,0,0,27,0,0,0,0,0,0,129,0,0,0,0,0,104,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
